locus_tag	ftype	length_bp	gene	EC_number	COG	product
DEOAGECF_01286	CDS	342				hypothetical protein
DEOAGECF_01287	CDS	204				hypothetical protein
DEOAGECF_01288	CDS	906	gltC_2			HTH-type transcriptional regulator GltC
DEOAGECF_01289	CDS	564	chrR	1.6.5.2	COG0431	Quinone reductase
DEOAGECF_01290	CDS	969	yhjD		COG1295	Inner membrane protein YhjD
DEOAGECF_01291	CDS	489				hypothetical protein
DEOAGECF_01292	CDS	951		2.4.2.45	COG0382	Decaprenyl-phosphate phosphoribosyltransferase
DEOAGECF_01293	CDS	507				hypothetical protein
DEOAGECF_01294	CDS	1392	dprE1	1.1.98.3	COG0277	Decaprenylphosphoryl-beta-D-ribose oxidase
DEOAGECF_01295	CDS	756	dprE2	1.1.1.333	COG1028	Decaprenylphosphoryl-2-keto-beta-D-erythro-pentose reductase
DEOAGECF_01296	CDS	579	thpR	3.1.4.58		RNA 2',3'-cyclic phosphodiesterase
DEOAGECF_01297	CDS	1023	trpS_1	6.1.1.2	COG0180	Tryptophan--tRNA ligase
DEOAGECF_01298	CDS	1446	glyA_1	2.1.2.1	COG0112	Serine hydroxymethyltransferase
DEOAGECF_01299	CDS	1185	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
DEOAGECF_01300	CDS	360				hypothetical protein
DEOAGECF_01301	CDS	1392	gabR_1		COG1167	HTH-type transcriptional regulatory protein GabR
DEOAGECF_01302	CDS	543				hypothetical protein
DEOAGECF_01303	CDS	744			COG2513	putative protein
DEOAGECF_01304	CDS	957				hypothetical protein
DEOAGECF_01305	CDS	1944				hypothetical protein
DEOAGECF_01306	CDS	1134	btuD_7	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
DEOAGECF_01307	CDS	1533	codA	1.1.3.17		Choline oxidase
DEOAGECF_01308	CDS	1530	gbsA	1.2.1.8	COG1012	Betaine aldehyde dehydrogenase
DEOAGECF_01309	CDS	990	mdh	1.1.1.37	COG0039	Malate dehydrogenase
DEOAGECF_01310	CDS	1281				hypothetical protein
DEOAGECF_01311	CDS	603				hypothetical protein
DEOAGECF_01312	CDS	855	folD_1		COG0190	Bifunctional protein FolD protein
DEOAGECF_01313	CDS	582				hypothetical protein
DEOAGECF_01314	CDS	744				hypothetical protein
DEOAGECF_01315	CDS	1572				hypothetical protein
DEOAGECF_01316	CDS	471				hypothetical protein
DEOAGECF_01317	CDS	837				hypothetical protein
DEOAGECF_01318	CDS	933				hypothetical protein
DEOAGECF_01319	CDS	453				hypothetical protein
DEOAGECF_01320	CDS	1572	purH		COG0138	Bifunctional purine biosynthesis protein PurH
DEOAGECF_01321	CDS	639	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
DEOAGECF_01322	CDS	813				hypothetical protein
DEOAGECF_01323	CDS	1701				hypothetical protein
DEOAGECF_01324	CDS	1488				hypothetical protein
DEOAGECF_01325	CDS	885	sucD_2	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
DEOAGECF_01326	CDS	1182	sucC_2	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
DEOAGECF_01327	CDS	1224				hypothetical protein
DEOAGECF_01328	CDS	1170				hypothetical protein
DEOAGECF_01329	CDS	2826				hypothetical protein
DEOAGECF_01330	CDS	1140	yehL_2		COG0714	putative protein YehL
DEOAGECF_01331	CDS	1356				hypothetical protein
DEOAGECF_01332	CDS	1641				hypothetical protein
DEOAGECF_01333	CDS	417	bhbA	5.4.99.2		Methylmalonyl-CoA mutase
DEOAGECF_01334	CDS	966				hypothetical protein
DEOAGECF_01335	CDS	1584				hypothetical protein
DEOAGECF_01336	CDS	2490	uvrD1	3.6.4.12	COG0210	ATP-dependent DNA helicase UvrD1
DEOAGECF_01337	CDS	1188				hypothetical protein
DEOAGECF_01338	CDS	1029				hypothetical protein
DEOAGECF_01339	CDS	354				hypothetical protein
DEOAGECF_01340	CDS	1047				hypothetical protein
DEOAGECF_01341	CDS	747	nreC_2		COG2197	Oxygen regulatory protein NreC
DEOAGECF_01342	CDS	1293				hypothetical protein
DEOAGECF_01343	CDS	1509				hypothetical protein
DEOAGECF_01344	CDS	243				hypothetical protein
DEOAGECF_01345	CDS	531				hypothetical protein
DEOAGECF_01346	tRNA	74				tRNA-Arg(cct)
DEOAGECF_01347	CDS	804	novR	4.1.-.-		Decarboxylase NovR
DEOAGECF_01348	CDS	501				hypothetical protein
DEOAGECF_01349	CDS	1581	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
DEOAGECF_01350	CDS	348				hypothetical protein
DEOAGECF_01351	CDS	1086				hypothetical protein
DEOAGECF_01352	CDS	1818	choD	1.1.3.6	COG2303	Cholesterol oxidase
DEOAGECF_01353	CDS	1614	gabD2	1.2.1.79	COG1012	Putative succinate-semialdehyde dehydrogenase [NADP(+)] 2
DEOAGECF_01354	CDS	864	pknD_3	2.7.11.1		Serine/threonine-protein kinase PknD
DEOAGECF_01355	CDS	1701	pknD_4	2.7.11.1		Serine/threonine-protein kinase PknD
DEOAGECF_01356	CDS	1086	pknD_5	2.7.11.1		Serine/threonine-protein kinase PknD
DEOAGECF_01357	CDS	1701	pknD_6	2.7.11.1		Serine/threonine-protein kinase PknD
DEOAGECF_01358	CDS	2772				hypothetical protein
DEOAGECF_01359	CDS	747				hypothetical protein
DEOAGECF_01360	CDS	1029	prtS	3.4.24.-		Protease PrtS
DEOAGECF_01361	CDS	267				hypothetical protein
DEOAGECF_01362	CDS	1332	bglA_2	3.2.1.21	COG2723	Beta-glucosidase A
DEOAGECF_01363	CDS	1080			COG1702	PhoH-like protein
DEOAGECF_01364	CDS	498	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
DEOAGECF_01365	CDS	1305				hypothetical protein
DEOAGECF_01366	CDS	360	yjbR		COG2315	putative protein YjbR
DEOAGECF_01367	CDS	354				hypothetical protein
DEOAGECF_01368	CDS	360				hypothetical protein
DEOAGECF_01369	CDS	7941				hypothetical protein
DEOAGECF_01370	CDS	3243				hypothetical protein
DEOAGECF_01371	CDS	963	era		COG1159	GTPase Era
DEOAGECF_01372	CDS	1191	RBKS	2.7.1.15		Ribokinase
DEOAGECF_01373	CDS	1407	ttuB_2			Putative tartrate transporter
DEOAGECF_01374	CDS	1296	gudD_2	4.2.1.40	COG4948	Glucarate dehydratase
DEOAGECF_01375	CDS	963		4.2.1.41	COG0329	putative 5-dehydro-4-deoxyglucarate dehydratase
DEOAGECF_01376	CDS	795	iclR_1		COG1414	Transcriptional repressor IclR
DEOAGECF_01377	CDS	1341				hypothetical protein
DEOAGECF_01378	CDS	999		3.5.4.2	COG1816	Adenine deaminase
DEOAGECF_01379	CDS	906	rnz	3.1.26.11	COG1234	Ribonuclease Z
DEOAGECF_01380	CDS	354		3.9.1.-	COG0537	Purine nucleoside phosphoramidase
DEOAGECF_01381	CDS	3234	tri1_1	3.4.21.-	COG0793	Tricorn protease 
DEOAGECF_01382	CDS	510				hypothetical protein
DEOAGECF_01383	CDS	360				hypothetical protein
DEOAGECF_01384	CDS	750	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
DEOAGECF_01385	CDS	1035	nmoA	1.13.12.-	COG2070	Nitronate monooxygenase
DEOAGECF_01386	CDS	1140	dnaJ2		COG0484	Chaperone protein DnaJ 2
DEOAGECF_01387	CDS	1017	hrcA		COG1420	Heat-inducible transcription repressor HrcA
DEOAGECF_01388	CDS	735				hypothetical protein
DEOAGECF_01389	CDS	816				hypothetical protein
DEOAGECF_01390	CDS	219				hypothetical protein
DEOAGECF_01391	CDS	1233	hemW_1		COG0635	Heme chaperone HemW
DEOAGECF_01392	CDS	2016				hypothetical protein
DEOAGECF_01393	CDS	1878		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
DEOAGECF_01394	CDS	1869	lepA	3.6.5.-	COG0481	Elongation factor 4
DEOAGECF_01395	CDS	267	rpsT		COG0268	30S ribosomal protein S20
DEOAGECF_01396	CDS	1002				hypothetical protein
DEOAGECF_01397	CDS	255				hypothetical protein
DEOAGECF_01398	CDS	303	yceI_1			Protein YceI
DEOAGECF_01399	CDS	828	nhoA	2.3.1.118	COG2162	Arylamine N-acetyltransferase / N-hydroxyarylamine O-acetyltransferase
DEOAGECF_01400	CDS	2721				hypothetical protein
DEOAGECF_01401	CDS	990				hypothetical protein
DEOAGECF_01402	CDS	846	degV		COG1307	Protein DegV
DEOAGECF_01403	CDS	735				hypothetical protein
DEOAGECF_01404	CDS	2889	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
DEOAGECF_01405	CDS	1263				hypothetical protein
DEOAGECF_01406	CDS	1611				hypothetical protein
DEOAGECF_01407	tRNA	74				tRNA-Ala(ggc)
DEOAGECF_01408	CDS	234				hypothetical protein
DEOAGECF_01409	tRNA	74				tRNA-Ala(ggc)
DEOAGECF_01410	CDS	672	gpgP	3.1.3.85	COG0406	Glucosyl-3-phosphoglycerate phosphatase
DEOAGECF_01411	CDS	447	rsfS			Ribosomal silencing factor RsfS
DEOAGECF_01412	CDS	1770				hypothetical protein
DEOAGECF_01413	CDS	690	nadD	2.7.7.18	COG1057	putative nicotinate-nucleotide adenylyltransferase
DEOAGECF_01414	CDS	168				hypothetical protein
DEOAGECF_01415	CDS	162				hypothetical protein
DEOAGECF_01416	CDS	1185	htpX_1	3.4.24.-		Protease HtpX
DEOAGECF_01417	CDS	1071				hypothetical protein
DEOAGECF_01418	CDS	570				hypothetical protein
DEOAGECF_01419	CDS	1287	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
DEOAGECF_01420	CDS	486				hypothetical protein
DEOAGECF_01421	CDS	1107	proB	2.7.2.11	COG0263	Glutamate 5-kinase
DEOAGECF_01422	CDS	2037				hypothetical protein
DEOAGECF_01423	CDS	2241				hypothetical protein
DEOAGECF_01424	CDS	1437	obg	3.6.5.-	COG0536	GTPase Obg
DEOAGECF_01425	CDS	255	rpmA		COG0211	50S ribosomal protein L27
DEOAGECF_01426	CDS	423				hypothetical protein
DEOAGECF_01427	CDS	1062				hypothetical protein
DEOAGECF_01428	CDS	3291	rne	3.1.26.12		Ribonuclease E
DEOAGECF_01429	CDS	312				hypothetical protein
DEOAGECF_01430	CDS	1425	nisC			Nisin biosynthesis protein NisC
DEOAGECF_01431	CDS	3138	nisB			Nisin biosynthesis protein NisB
DEOAGECF_01432	CDS	162				hypothetical protein
DEOAGECF_01433	CDS	936	draG	3.2.2.24	COG1397	ADP-ribosyl-[dinitrogen reductase] glycohydrolase
DEOAGECF_01434	CDS	438				hypothetical protein
DEOAGECF_01435	CDS	216				hypothetical protein
DEOAGECF_01436	CDS	597				hypothetical protein
DEOAGECF_01437	CDS	360				hypothetical protein
DEOAGECF_01438	CDS	507				hypothetical protein
DEOAGECF_01439	CDS	405				hypothetical protein
DEOAGECF_01440	CDS	438				hypothetical protein
DEOAGECF_01441	CDS	1599	speE_2	2.5.1.16		Polyamine aminopropyltransferase
DEOAGECF_01442	CDS	774				hypothetical protein
DEOAGECF_01443	CDS	1077				hypothetical protein
DEOAGECF_01444	CDS	609				hypothetical protein
DEOAGECF_01445	CDS	606				hypothetical protein
DEOAGECF_01446	CDS	774				hypothetical protein
DEOAGECF_01447	CDS	1740	nfdA_3	3.5.1.91		N-substituted formamide deformylase
DEOAGECF_01448	CDS	1344				hypothetical protein
DEOAGECF_01449	CDS	966				hypothetical protein
DEOAGECF_01450	CDS	561	qdoI	1.13.11.24	COG1917	Quercetin 2,3-dioxygenase
DEOAGECF_01451	CDS	906	rhaR_1			HTH-type transcriptional activator RhaR
DEOAGECF_01452	CDS	531				hypothetical protein
DEOAGECF_01453	CDS	375				hypothetical protein
DEOAGECF_01454	CDS	918		1.1.1.373		3-sulfolactaldehyde reductase
DEOAGECF_01455	CDS	735		3.4.17.14		Zinc D-Ala-D-Ala carboxypeptidase
DEOAGECF_01456	CDS	1194	yjlD	1.6.99.-	COG1252	NADH dehydrogenase-like protein YjlD
DEOAGECF_01457	CDS	939	sigJ_2			ECF RNA polymerase sigma factor SigJ
DEOAGECF_01458	CDS	741	cypM	2.1.1.301		Cypemycin N-terminal methyltransferase
DEOAGECF_01459	CDS	435				hypothetical protein
DEOAGECF_01460	CDS	864				hypothetical protein
DEOAGECF_01461	CDS	447				hypothetical protein
DEOAGECF_01462	CDS	462				hypothetical protein
DEOAGECF_01463	CDS	606	tehB	2.1.1.-	COG0500	putative S-adenosyl-L-methionine-dependent methyltransferase TehB
DEOAGECF_01464	CDS	894	tam_2	2.1.1.144		Trans-aconitate 2-methyltransferase
DEOAGECF_01465	CDS	597				hypothetical protein
DEOAGECF_01466	CDS	687				hypothetical protein
DEOAGECF_01467	CDS	927				hypothetical protein
DEOAGECF_01468	CDS	930	cysK	2.5.1.47		Cysteine synthase
DEOAGECF_01469	CDS	1053				hypothetical protein
DEOAGECF_01470	CDS	810				hypothetical protein
DEOAGECF_01471	CDS	753				hypothetical protein
DEOAGECF_01472	CDS	1308				hypothetical protein
DEOAGECF_01473	CDS	792				hypothetical protein
DEOAGECF_01474	CDS	1011	btuF_2			Vitamin B12-binding protein
DEOAGECF_01475	CDS	774	fecE		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
DEOAGECF_01476	CDS	1140	btuC			Vitamin B12 import system permease protein BtuC
DEOAGECF_01477	CDS	1374				hypothetical protein
DEOAGECF_01478	CDS	1269				hypothetical protein
DEOAGECF_01479	CDS	1380				hypothetical protein
DEOAGECF_01480	CDS	936				hypothetical protein
DEOAGECF_01481	CDS	864		3.1.1.10		Tropinesterase
DEOAGECF_01482	CDS	747	yjhP_1			putative protein YjhP
DEOAGECF_01483	CDS	750				hypothetical protein
DEOAGECF_01484	CDS	579				hypothetical protein
DEOAGECF_01485	CDS	1182		3.4.16.4		D-alanyl-D-alanine carboxypeptidase
DEOAGECF_01486	CDS	798			COG3324	Putative glyoxylase CFP32
DEOAGECF_01487	CDS	1506	dtpT_1		COG3104	Di-/tripeptide transporter
DEOAGECF_01488	CDS	2007				hypothetical protein
DEOAGECF_01489	CDS	546				hypothetical protein
DEOAGECF_01490	CDS	1701				hypothetical protein
DEOAGECF_01491	CDS	1176	mhpA_1	1.14.13.127		3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
DEOAGECF_01492	CDS	1017				hypothetical protein
DEOAGECF_01493	CDS	711	comB	3.1.3.71		2-phosphosulfolactate phosphatase
DEOAGECF_01494	CDS	1158				hypothetical protein
DEOAGECF_01495	CDS	408				hypothetical protein
DEOAGECF_01496	CDS	306				hypothetical protein
DEOAGECF_01497	CDS	384	hxlR		COG1733	HTH-type transcriptional activator HxlR
DEOAGECF_01498	CDS	570				hypothetical protein
DEOAGECF_01499	CDS	393				hypothetical protein
DEOAGECF_01500	CDS	651				hypothetical protein
DEOAGECF_01501	CDS	663	yceI_2			Protein YceI
DEOAGECF_01502	CDS	228				hypothetical protein
DEOAGECF_01503	CDS	2115				hypothetical protein
DEOAGECF_01504	CDS	1560				hypothetical protein
DEOAGECF_01505	CDS	672				hypothetical protein
DEOAGECF_01506	CDS	1452	nylA	3.5.2.12		6-aminohexanoate-cyclic-dimer hydrolase
DEOAGECF_01507	CDS	606				hypothetical protein
DEOAGECF_01508	CDS	762				hypothetical protein
DEOAGECF_01509	CDS	609				hypothetical protein
DEOAGECF_01510	CDS	234				hypothetical protein
DEOAGECF_01511	CDS	324				hypothetical protein
DEOAGECF_01512	CDS	426				hypothetical protein
DEOAGECF_01513	CDS	1080		1.18.1.2		Ferredoxin--NADP reductase
DEOAGECF_01514	CDS	906	mltG_1	4.2.2.-		Endolytic murein transglycosylase
DEOAGECF_01515	CDS	1803		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
DEOAGECF_01516	CDS	462				hypothetical protein
DEOAGECF_01517	CDS	684				hypothetical protein
DEOAGECF_01518	CDS	1911	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
DEOAGECF_01519	CDS	1782			COG1132	putative ABC transporter ATP-binding protein
DEOAGECF_01520	CDS	471				hypothetical protein
DEOAGECF_01521	CDS	276	rpmE2_1		COG0254	50S ribosomal protein L31 type B
DEOAGECF_01522	CDS	795				hypothetical protein
DEOAGECF_01523	CDS	2514				hypothetical protein
DEOAGECF_01524	CDS	870	tesB_1	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
DEOAGECF_01525	CDS	924				hypothetical protein
DEOAGECF_01526	CDS	414			COG2018	Serine protease inhibitor
DEOAGECF_01527	CDS	429				hypothetical protein
DEOAGECF_01528	CDS	606				hypothetical protein
DEOAGECF_01529	CDS	414				hypothetical protein
DEOAGECF_01530	CDS	438			COG2018	Serine protease inhibitor
DEOAGECF_01531	CDS	2259				hypothetical protein
DEOAGECF_01532	CDS	774				hypothetical protein
DEOAGECF_01533	CDS	600	COQ5_5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
DEOAGECF_01534	CDS	294				hypothetical protein
DEOAGECF_01535	CDS	972				hypothetical protein
DEOAGECF_01536	CDS	297				hypothetical protein
DEOAGECF_01537	CDS	951				hypothetical protein
DEOAGECF_01538	CDS	1392				hypothetical protein
DEOAGECF_01539	CDS	183				hypothetical protein
DEOAGECF_01540	CDS	2919	rapA_1	3.6.4.-		RNA polymerase-associated protein RapA
DEOAGECF_01541	CDS	1269				hypothetical protein
DEOAGECF_01542	CDS	1164	xylA_1	5.3.1.5		Xylose isomerase
DEOAGECF_01543	CDS	1446	xylB_1	2.7.1.17	COG1070	Xylulose kinase
DEOAGECF_01544	CDS	1215	nagC_1		COG1940	N-acetylglucosamine repressor
DEOAGECF_01545	CDS	684				hypothetical protein
DEOAGECF_01546	CDS	1260				hypothetical protein
DEOAGECF_01547	CDS	1524	thcA	1.2.1.3	COG1012	EPTC-inducible aldehyde dehydrogenase
DEOAGECF_01548	CDS	624				hypothetical protein
DEOAGECF_01549	CDS	918	nodD2			Nodulation protein D 2
DEOAGECF_01550	CDS	996				hypothetical protein
DEOAGECF_01551	CDS	966				hypothetical protein
DEOAGECF_01552	CDS	1131	auaG_1	1.14.13.222		Aurachin C monooxygenase/isomerase
DEOAGECF_01553	CDS	1020				hypothetical protein
DEOAGECF_01554	CDS	939	xylE_1	1.13.11.2		Metapyrocatechase
DEOAGECF_01555	CDS	972				hypothetical protein
DEOAGECF_01556	CDS	753		1.1.1.53		3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase
DEOAGECF_01557	CDS	576				hypothetical protein
DEOAGECF_01558	CDS	411				hypothetical protein
DEOAGECF_01559	CDS	759				hypothetical protein
DEOAGECF_01560	CDS	1101				hypothetical protein
DEOAGECF_01561	CDS	1026	cytR_1		COG1609	HTH-type transcriptional repressor CytR
DEOAGECF_01562	CDS	1137				hypothetical protein
DEOAGECF_01563	CDS	1092		1.14.99.54		Lytic cellulose monooxygenase
DEOAGECF_01564	CDS	390				hypothetical protein
DEOAGECF_01565	CDS	1593	mdtD_3			Putative multidrug resistance protein MdtD
DEOAGECF_01566	CDS	483				hypothetical protein
DEOAGECF_01567	CDS	477				hypothetical protein
DEOAGECF_01568	CDS	195				hypothetical protein
DEOAGECF_01569	CDS	864				hypothetical protein
DEOAGECF_01570	CDS	1083		1.3.99.-		Acyl-CoA dehydrogenase FadE27
DEOAGECF_01571	CDS	1182		1.3.99.-		Acyl-CoA dehydrogenase FadE34
DEOAGECF_01572	CDS	981	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
DEOAGECF_01573	CDS	525				hypothetical protein
DEOAGECF_01574	CDS	981	ahpF	1.6.99.3		NADH dehydrogenase
DEOAGECF_01575	CDS	1539	ligB	6.5.1.1	COG1793	DNA ligase B
DEOAGECF_01576	CDS	459				hypothetical protein
DEOAGECF_01577	CDS	1386	gabD1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] 1
DEOAGECF_01578	CDS	237				hypothetical protein
DEOAGECF_01579	CDS	840				hypothetical protein
DEOAGECF_01580	CDS	675				hypothetical protein
DEOAGECF_01581	CDS	1227	acdA_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
DEOAGECF_01582	CDS	657				putative HTH-type transcriptional regulator
DEOAGECF_01583	CDS	573	def_1	3.5.1.88	COG0242	Peptide deformylase
DEOAGECF_01584	CDS	1239	murT	6.3.5.13		Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
DEOAGECF_01585	CDS	729	gatD	6.3.5.13		Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
DEOAGECF_01586	CDS	1026	pfkA2_1	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase 2
DEOAGECF_01587	CDS	951			COG3336	putative protein
DEOAGECF_01588	CDS	243				hypothetical protein
DEOAGECF_01589	CDS	1410	thi4	2.4.2.59		Thiamine thiazole synthase
DEOAGECF_01590	CDS	930	rclR		COG2207	RCS-specific HTH-type transcriptional activator RclR
DEOAGECF_01591	CDS	681	kefF	1.6.5.2		Glutathione-regulated potassium-efflux system ancillary protein KefF
DEOAGECF_01592	CDS	849	cysQ	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
DEOAGECF_01593	CDS	1836	ywrD	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
DEOAGECF_01594	CDS	987				hypothetical protein
DEOAGECF_01595	CDS	1779	novN_1	2.1.3.12		Decarbamoylnovobiocin carbamoyltransferase
DEOAGECF_01596	CDS	396				hypothetical protein
DEOAGECF_01597	CDS	1038				hypothetical protein
DEOAGECF_01598	CDS	753				hypothetical protein
DEOAGECF_01599	CDS	1500				hypothetical protein
DEOAGECF_01600	CDS	843	nit1	3.5.1.128		Deaminated glutathione amidase
DEOAGECF_01601	CDS	705				hypothetical protein
DEOAGECF_01602	CDS	1380	hemW_2		COG0635	Heme chaperone HemW
DEOAGECF_01603	CDS	975	btuD_8	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
DEOAGECF_01604	CDS	762				hypothetical protein
DEOAGECF_01605	CDS	852		3.5.1.111		2-oxoglutaramate amidase
DEOAGECF_01606	CDS	1182		4.1.1.105		Tryptophan decarboxylase
DEOAGECF_01607	CDS	789				hypothetical protein
DEOAGECF_01608	CDS	936	ramA_1	3.5.1.100		(R)-stereoselective amidase
DEOAGECF_01609	CDS	1056				hypothetical protein
DEOAGECF_01610	CDS	3033	uvrA_4			UvrABC system protein A
DEOAGECF_01611	CDS	1503	hpaH	1.14.14.8	COG2368	Anthranilate 3-monooxygenase oxygenase component
DEOAGECF_01612	CDS	1470	TDO2	1.13.11.11		Tryptophan 2,3-dioxygenase
DEOAGECF_01613	CDS	1377				hypothetical protein
DEOAGECF_01614	CDS	996				hypothetical protein
DEOAGECF_01615	CDS	678				hypothetical protein
DEOAGECF_01616	CDS	690	COQ5_6	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
DEOAGECF_01617	CDS	2073		4.2.1.112		Acetylene hydratase
DEOAGECF_01618	CDS	1035				hypothetical protein
DEOAGECF_01619	CDS	1299	trpB_1	4.2.1.20	COG0133	Tryptophan synthase beta chain
DEOAGECF_01620	CDS	948	novG_1			Transcriptional regulator NovG
DEOAGECF_01621	CDS	1341	entS_2			Enterobactin exporter EntS
DEOAGECF_01622	CDS	864	yusV_1		COG1120	putative siderophore transport system ATP-binding protein YusV
DEOAGECF_01623	CDS	1053	yfhA_1		COG0609	putative siderophore transport system permease protein YfhA
DEOAGECF_01624	CDS	1044	yfiZ_1		COG0609	putative siderophore transport system permease protein YfiZ
DEOAGECF_01625	CDS	1050	fpuA_2		COG0614	Petrobactin-binding protein FpuA
DEOAGECF_01626	CDS	771	nimR_1			HTH-type transcriptional regulator NimR
DEOAGECF_01627	CDS	1065	lipM	2.3.1.181		Octanoyltransferase LipM
DEOAGECF_01628	CDS	672	degU_3		COG2197	Transcriptional regulatory protein DegU
DEOAGECF_01629	CDS	1122				hypothetical protein
DEOAGECF_01630	CDS	1002				hypothetical protein
DEOAGECF_01631	CDS	291				hypothetical protein
DEOAGECF_01632	CDS	663				hypothetical protein
DEOAGECF_01633	CDS	1545	pucI_1		COG1953	putative allantoin permease
DEOAGECF_01634	CDS	1023	fgd_3	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
DEOAGECF_01635	CDS	1404		3.5.2.-		D-hydantoinase
DEOAGECF_01636	CDS	843		3.5.1.77		N-carbamoyl-D-amino acid hydrolase
DEOAGECF_01637	CDS	1599				hypothetical protein
DEOAGECF_01638	CDS	1284	argD_2	2.6.1.11	COG4992	Acetylornithine aminotransferase
DEOAGECF_01639	CDS	843		3.5.1.77		N-carbamoyl-D-amino acid hydrolase
DEOAGECF_01640	CDS	264				hypothetical protein
DEOAGECF_01641	CDS	777	map-1_1	3.4.11.18	COG0024	Methionine aminopeptidase 1
DEOAGECF_01642	CDS	2535	clpC			ATP-dependent Clp protease ATP-binding subunit ClpC
