locus_tag	ftype	length_bp	gene	EC_number	COG	product
MMFJJJCJ_02692	CDS	261	whiB1			Transcriptional regulator WhiB1
MMFJJJCJ_02693	CDS	1557	pdtaS	2.7.13.3	COG3920	putative sensor histidine kinase pdtaS
MMFJJJCJ_02694	CDS	1167	bioF1	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase 1
MMFJJJCJ_02695	CDS	801	dasR_1		COG2188	HTH-type transcriptional repressor DasR
MMFJJJCJ_02696	CDS	996	bioB_1	2.8.1.6	COG0502	Biotin synthase
MMFJJJCJ_02697	CDS	720	bioD	6.3.3.3		ATP-dependent dethiobiotin synthetase BioD
MMFJJJCJ_02698	CDS	765				hypothetical protein
MMFJJJCJ_02699	CDS	1683				hypothetical protein
MMFJJJCJ_02700	CDS	195				hypothetical protein
MMFJJJCJ_02701	CDS	1338	accC	6.3.4.14	COG0439	Biotin carboxylase
MMFJJJCJ_02702	CDS	1338				hypothetical protein
MMFJJJCJ_02703	CDS	1347				hypothetical protein
MMFJJJCJ_02704	CDS	915		5.1.3.2	COG1088	UDP-glucose 4-epimerase
MMFJJJCJ_02705	CDS	300	rsrA			Anti-sigma factor RsrA
MMFJJJCJ_02706	CDS	729				hypothetical protein
MMFJJJCJ_02707	CDS	816				hypothetical protein
MMFJJJCJ_02708	CDS	333	dksA_1			RNA polymerase-binding transcription factor DksA
MMFJJJCJ_02709	CDS	834	yedK	3.4.-.-	COG2135	SOS response-associated protein YedK
MMFJJJCJ_02710	CDS	663				hypothetical protein
MMFJJJCJ_02711	CDS	525	sigL_4		COG1595	ECF RNA polymerase sigma factor SigL
MMFJJJCJ_02712	CDS	684				hypothetical protein
MMFJJJCJ_02713	CDS	1272	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
MMFJJJCJ_02714	CDS	993	rsgA_1	3.6.1.-		Small ribosomal subunit biogenesis GTPase RsgA
MMFJJJCJ_02715	CDS	771	sdh	1.1.1.276		Serine 3-dehydrogenase
MMFJJJCJ_02716	CDS	882				hypothetical protein
MMFJJJCJ_02717	CDS	1500	yvdP	1.21.-.-	COG0277	putative FAD-linked oxidoreductase YvdP
MMFJJJCJ_02718	CDS	855				hypothetical protein
MMFJJJCJ_02719	CDS	873	hisN	3.1.3.15	COG0483	Histidinol-phosphatase
MMFJJJCJ_02720	CDS	192				hypothetical protein
MMFJJJCJ_02721	CDS	1188	lhgD	1.1.5.-	COG0579	L-2-hydroxyglutarate dehydrogenase
MMFJJJCJ_02722	CDS	1461		3.1.1.1	COG2272	Carboxylesterase
MMFJJJCJ_02723	CDS	630				hypothetical protein
MMFJJJCJ_02724	CDS	792	hcaB_3	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
MMFJJJCJ_02725	CDS	1362		1.14.-.-	COG2124	Putative cytochrome P450 136
MMFJJJCJ_02726	CDS	2937	menE_2	6.2.1.26		2-succinylbenzoate--CoA ligase
MMFJJJCJ_02727	CDS	1650		6.2.1.51	COG0318	4-hydroxyphenylalkanoate adenylyltransferase
MMFJJJCJ_02728	CDS	324				hypothetical protein
MMFJJJCJ_02729	CDS	1203				hypothetical protein
MMFJJJCJ_02730	CDS	1116				hypothetical protein
MMFJJJCJ_02731	CDS	654	degU_2		COG2197	Transcriptional regulatory protein DegU
MMFJJJCJ_02732	CDS	1119				hypothetical protein
MMFJJJCJ_02733	CDS	6882				hypothetical protein
MMFJJJCJ_02734	CDS	978				hypothetical protein
MMFJJJCJ_02735	CDS	207				hypothetical protein
MMFJJJCJ_02736	CDS	1014				hypothetical protein
MMFJJJCJ_02737	CDS	1137	bcr_1			Bicyclomycin resistance protein
MMFJJJCJ_02738	tRNA	77				tRNA-Met(cat)
MMFJJJCJ_02739	tRNA	75				tRNA-Met(cat)
MMFJJJCJ_02740	CDS	1056	ylbL		COG3480	putative protein YlbL
MMFJJJCJ_02741	CDS	447	moaE1	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit 1
MMFJJJCJ_02742	CDS	528				hypothetical protein
MMFJJJCJ_02743	CDS	3057				hypothetical protein
MMFJJJCJ_02744	CDS	1515				hypothetical protein
MMFJJJCJ_02745	CDS	1419				putative protein
MMFJJJCJ_02746	CDS	249				hypothetical protein
MMFJJJCJ_02747	CDS	315				hypothetical protein
MMFJJJCJ_02748	CDS	723				hypothetical protein
MMFJJJCJ_02749	CDS	510				hypothetical protein
MMFJJJCJ_02750	CDS	1248				hypothetical protein
MMFJJJCJ_02751	CDS	261				hypothetical protein
MMFJJJCJ_02752	CDS	720				hypothetical protein
MMFJJJCJ_02753	CDS	312				hypothetical protein
MMFJJJCJ_02754	CDS	90				hypothetical protein
MMFJJJCJ_02755	CDS	4527	ctpI_1	3.6.3.-	COG0474	putative cation-transporting ATPase I
MMFJJJCJ_02756	CDS	846				hypothetical protein
MMFJJJCJ_02757	CDS	636				hypothetical protein
MMFJJJCJ_02758	CDS	1026				hypothetical protein
MMFJJJCJ_02759	CDS	636	tetR_3			DNA-binding transcriptional repressor TetR
MMFJJJCJ_02760	CDS	1020	sprD_2	3.4.21.-		Streptogrisin-D
MMFJJJCJ_02761	CDS	786				hypothetical protein
MMFJJJCJ_02762	CDS	1359				hypothetical protein
MMFJJJCJ_02763	CDS	915	btuD_11	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MMFJJJCJ_02764	CDS	966				hypothetical protein
MMFJJJCJ_02765	CDS	657	lnrK_4		COG2197	Transcriptional regulatory protein LnrK
MMFJJJCJ_02766	CDS	885			COG1073	putative protein
MMFJJJCJ_02767	CDS	474				hypothetical protein
MMFJJJCJ_02768	CDS	900	hcaR_2			Hca operon transcriptional activator HcaR
MMFJJJCJ_02769	CDS	510		2.3.1.-	COG1670	Acetyltransferase
MMFJJJCJ_02770	CDS	1521				hypothetical protein
MMFJJJCJ_02771	CDS	1446	argG_1	6.3.4.5		Argininosuccinate synthase
MMFJJJCJ_02772	CDS	1257	plcC	3.1.4.3	COG3511	Phospholipase C 3
MMFJJJCJ_02773	CDS	471				hypothetical protein
MMFJJJCJ_02774	CDS	423	crcB_1			Putative fluoride ion transporter CrcB
MMFJJJCJ_02775	CDS	366	crcB_2			Putative fluoride ion transporter CrcB
MMFJJJCJ_02776	CDS	1350		1.14.-.-	COG2124	Putative cytochrome P450 135A1
MMFJJJCJ_02777	CDS	696				hypothetical protein
MMFJJJCJ_02778	CDS	804	ephD_2	1.-.-.-	COG1028	putative oxidoreductase EphD
MMFJJJCJ_02779	CDS	1488		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
MMFJJJCJ_02780	CDS	522				hypothetical protein
MMFJJJCJ_02781	CDS	540	caiE_2			Carnitine operon protein CaiE
MMFJJJCJ_02782	CDS	825				hypothetical protein
MMFJJJCJ_02783	CDS	954				hypothetical protein
MMFJJJCJ_02784	CDS	810				hypothetical protein
MMFJJJCJ_02785	CDS	1317				hypothetical protein
MMFJJJCJ_02786	CDS	972	ugpA		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
MMFJJJCJ_02787	CDS	819	dasC_1		COG0395	Diacetylchitobiose uptake system permease protein DasC
MMFJJJCJ_02788	CDS	885	glcK_1	2.7.1.2	COG1940	Glucokinase
MMFJJJCJ_02789	CDS	399				hypothetical protein
MMFJJJCJ_02790	CDS	681				hypothetical protein
MMFJJJCJ_02791	CDS	186				hypothetical protein
MMFJJJCJ_02792	CDS	1089				hypothetical protein
MMFJJJCJ_02793	CDS	324				hypothetical protein
MMFJJJCJ_02794	CDS	627				hypothetical protein
MMFJJJCJ_02795	CDS	1353				hypothetical protein
MMFJJJCJ_02796	CDS	681	macB_2	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
MMFJJJCJ_02797	CDS	531				hypothetical protein
MMFJJJCJ_02798	CDS	663	lnrK_5		COG2197	Transcriptional regulatory protein LnrK
MMFJJJCJ_02799	CDS	1116				hypothetical protein
MMFJJJCJ_02800	tRNA	86				tRNA-Gly(ccc)
MMFJJJCJ_02801	CDS	408				hypothetical protein
MMFJJJCJ_02802	CDS	585				hypothetical protein
MMFJJJCJ_02803	CDS	198				hypothetical protein
MMFJJJCJ_02804	CDS	1878			COG1132	putative ABC transporter ATP-binding protein
MMFJJJCJ_02805	CDS	1167	csd_2	2.8.1.7		putative cysteine desulfurase
MMFJJJCJ_02806	CDS	420	hrp1		COG0517	Hypoxic response protein 1
MMFJJJCJ_02807	CDS	1161		3.4.16.4		D-alanyl-D-alanine carboxypeptidase
MMFJJJCJ_02808	CDS	396				hypothetical protein
MMFJJJCJ_02809	CDS	201				hypothetical protein
MMFJJJCJ_02810	CDS	1008	tagU_2	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
MMFJJJCJ_02811	CDS	594	sigL_5		COG1595	ECF RNA polymerase sigma factor SigL
MMFJJJCJ_02812	CDS	2139				hypothetical protein
MMFJJJCJ_02813	CDS	1272				hypothetical protein
MMFJJJCJ_02814	CDS	636	rhtB_3		COG1280	Homoserine/homoserine lactone efflux protein
MMFJJJCJ_02815	CDS	621	kstR_1			HTH-type transcriptional repressor KstR
MMFJJJCJ_02816	CDS	771	ydaD_2	1.-.-.-		General stress protein 39
MMFJJJCJ_02817	CDS	837	baiA_1	1.1.1.392		3-alpha-hydroxycholanate dehydrogenase (NADP(+))
MMFJJJCJ_02818	CDS	1167		1.14.15.28		Steroid C26-monooxygenase
MMFJJJCJ_02819	CDS	666	degU_3		COG2197	Transcriptional regulatory protein DegU
MMFJJJCJ_02820	CDS	1173	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
MMFJJJCJ_02821	CDS	189				hypothetical protein
MMFJJJCJ_02822	CDS	930				hypothetical protein
MMFJJJCJ_02823	CDS	651	vraR_3			Response regulator protein VraR
MMFJJJCJ_02824	CDS	909				hypothetical protein
MMFJJJCJ_02825	CDS	1215				hypothetical protein
MMFJJJCJ_02826	CDS	1239				hypothetical protein
MMFJJJCJ_02827	CDS	1227				hypothetical protein
MMFJJJCJ_02828	CDS	666	vraR_4			Response regulator protein VraR
MMFJJJCJ_02829	CDS	618	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
MMFJJJCJ_02830	CDS	1341	pknD_15	2.7.11.1		Serine/threonine-protein kinase PknD
MMFJJJCJ_02831	CDS	1584	pknD_16	2.7.11.1		Serine/threonine-protein kinase PknD
MMFJJJCJ_02832	CDS	639				hypothetical protein
MMFJJJCJ_02833	CDS	852				hypothetical protein
MMFJJJCJ_02834	CDS	858				hypothetical protein
MMFJJJCJ_02835	CDS	597	ligK	4.1.3.17	COG0684	4-carboxy-4-hydroxy-2-oxoadipate aldolase
MMFJJJCJ_02836	CDS	654	proA_1	4.1.3.16		4-hydroxy-4-methyl-2-oxoglutarate aldolase/4-carboxy-4-hydroxy-2-oxoadipate aldolase
MMFJJJCJ_02837	CDS	699				hypothetical protein
MMFJJJCJ_02838	CDS	954	catM			HTH-type transcriptional regulator CatM
MMFJJJCJ_02839	CDS	1326				hypothetical protein
MMFJJJCJ_02840	CDS	1011				hypothetical protein
MMFJJJCJ_02841	CDS	462				hypothetical protein
MMFJJJCJ_02842	CDS	825				hypothetical protein
MMFJJJCJ_02843	CDS	405				hypothetical protein
MMFJJJCJ_02844	CDS	720				hypothetical protein
MMFJJJCJ_02845	CDS	1017	xerC_7			Tyrosine recombinase XerC
MMFJJJCJ_02846	CDS	198				hypothetical protein
MMFJJJCJ_02847	CDS	540				hypothetical protein
MMFJJJCJ_02848	CDS	1563				hypothetical protein
MMFJJJCJ_02849	CDS	165				hypothetical protein
MMFJJJCJ_02850	CDS	186				hypothetical protein
MMFJJJCJ_02851	CDS	327				hypothetical protein
MMFJJJCJ_02852	CDS	1221				hypothetical protein
MMFJJJCJ_02853	CDS	174				hypothetical protein
MMFJJJCJ_02854	tRNA	93				tRNA-Ser(tga)
MMFJJJCJ_02855	CDS	423				hypothetical protein
MMFJJJCJ_02856	CDS	375				hypothetical protein
MMFJJJCJ_02857	CDS	1143				hypothetical protein
MMFJJJCJ_02858	CDS	363				hypothetical protein
MMFJJJCJ_02859	CDS	2433				hypothetical protein
MMFJJJCJ_02860	CDS	957	ppsC_2	2.3.1.41		Phthiocerol synthesis polyketide synthase type I PpsC
MMFJJJCJ_02861	CDS	549	bpa			Bacterial proteasome activator
MMFJJJCJ_02862	CDS	837	ybhA	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YbhA
MMFJJJCJ_02863	CDS	1221	serS	6.1.1.11	COG0172	Serine--tRNA ligase
MMFJJJCJ_02864	CDS	798	COQ3_3	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
MMFJJJCJ_02865	CDS	435				hypothetical protein
MMFJJJCJ_02866	CDS	960	pheA	4.2.1.51	COG0077	Prephenate dehydratase
MMFJJJCJ_02867	CDS	456				hypothetical protein
MMFJJJCJ_02868	CDS	1284				hypothetical protein
MMFJJJCJ_02869	CDS	2097				hypothetical protein
MMFJJJCJ_02870	CDS	1671				hypothetical protein
MMFJJJCJ_02871	CDS	699				hypothetical protein
MMFJJJCJ_02872	CDS	345	rsbV_2		COG1366	Anti-sigma-B factor antagonist
MMFJJJCJ_02873	CDS	360				hypothetical protein
MMFJJJCJ_02874	CDS	573				hypothetical protein
MMFJJJCJ_02875	CDS	603				hypothetical protein
MMFJJJCJ_02876	CDS	1119	sasA_9	2.7.-.-		Adaptive-response sensory-kinase SasA
MMFJJJCJ_02877	CDS	711	walR		COG0745	Transcriptional regulatory protein WalR
MMFJJJCJ_02878	CDS	657				hypothetical protein
MMFJJJCJ_02879	CDS	171				hypothetical protein
MMFJJJCJ_02880	CDS	1557		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
MMFJJJCJ_02881	CDS	795				hypothetical protein
MMFJJJCJ_02882	CDS	141				hypothetical protein
MMFJJJCJ_02883	CDS	1278	arcA_2	3.5.3.6	COG2235	Arginine deiminase
MMFJJJCJ_02884	CDS	543				hypothetical protein
MMFJJJCJ_02885	CDS	1875	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
MMFJJJCJ_02886	CDS	1341				hypothetical protein
MMFJJJCJ_02887	CDS	336	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
MMFJJJCJ_02888	CDS	486	sti_2			subtilase-type protease inhibitor
MMFJJJCJ_02889	CDS	864	mutM	4.2.99.18		Formamidopyrimidine-DNA glycosylase
MMFJJJCJ_02890	CDS	207	copZ			Copper chaperone CopZ
MMFJJJCJ_02891	CDS	969				hypothetical protein
MMFJJJCJ_02892	CDS	2316	ctpB	3.6.3.-	COG2217	Cation-transporting P-type ATPase B
MMFJJJCJ_02893	CDS	246				hypothetical protein
MMFJJJCJ_02894	CDS	303				hypothetical protein
MMFJJJCJ_02895	CDS	414				hypothetical protein
MMFJJJCJ_02896	CDS	393	yjgH		COG0251	RutC family protein YjgH
MMFJJJCJ_02897	CDS	927		3.1.1.25	COG1735	Phospho-furanose lactonase
MMFJJJCJ_02898	CDS	393				hypothetical protein
MMFJJJCJ_02899	CDS	561				hypothetical protein
MMFJJJCJ_02900	CDS	432				hypothetical protein
MMFJJJCJ_02901	CDS	615	tenA_2	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
MMFJJJCJ_02902	CDS	600				hypothetical protein
MMFJJJCJ_02903	CDS	360				hypothetical protein
MMFJJJCJ_02904	CDS	408				hypothetical protein
MMFJJJCJ_02905	CDS	591	betI_8			HTH-type transcriptional regulator BetI
MMFJJJCJ_02906	CDS	1773				hypothetical protein
MMFJJJCJ_02907	CDS	1401	puuB_2	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
MMFJJJCJ_02908	CDS	1299	pao	1.4.3.24		Pseudooxynicotine oxidase
MMFJJJCJ_02909	CDS	972	gbh	3.5.3.7		Guanidinobutyrase
MMFJJJCJ_02910	CDS	1434	prr_1	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
MMFJJJCJ_02911	CDS	915				hypothetical protein
MMFJJJCJ_02912	CDS	885				hypothetical protein
MMFJJJCJ_02913	CDS	717				hypothetical protein
MMFJJJCJ_02914	CDS	573				hypothetical protein
MMFJJJCJ_02915	CDS	435				hypothetical protein
MMFJJJCJ_02916	CDS	1464	efpA_7			putative MFS-type transporter EfpA
MMFJJJCJ_02917	CDS	909				hypothetical protein
MMFJJJCJ_02918	CDS	357				hypothetical protein
MMFJJJCJ_02919	CDS	870				hypothetical protein
MMFJJJCJ_02920	CDS	336				hypothetical protein
MMFJJJCJ_02921	CDS	1653	ettA_3		COG0488	Energy-dependent translational throttle protein EttA
MMFJJJCJ_02922	CDS	807	fabG_5	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MMFJJJCJ_02923	CDS	471	lrp_2		COG1522	Leucine-responsive regulatory protein
MMFJJJCJ_02924	CDS	1275	yjeH_1		COG0531	L-methionine/branched-chain amino acid exporter YjeH
MMFJJJCJ_02925	CDS	411				hypothetical protein
MMFJJJCJ_02926	CDS	858				hypothetical protein
MMFJJJCJ_02927	CDS	591				hypothetical protein
MMFJJJCJ_02928	CDS	594	betI_9			HTH-type transcriptional regulator BetI
MMFJJJCJ_02929	tRNA	84				tRNA-Leu(cag)
MMFJJJCJ_02930	CDS	756				hypothetical protein
MMFJJJCJ_02931	CDS	486	fhaB		COG1716	FHA domain-containing protein FhaB
MMFJJJCJ_02932	CDS	816	pstP_2	3.1.3.16	COG0631	PP2C-family Ser/Thr phosphatase
MMFJJJCJ_02933	CDS	2469	gyrA_1	5.6.2.2	COG0188	DNA gyrase subunit A
MMFJJJCJ_02934	CDS	1167		1.13.12.4	COG1304	Lactate 2-monooxygenase
MMFJJJCJ_02935	CDS	657	ybhF_1		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
MMFJJJCJ_02936	CDS	1161				hypothetical protein
MMFJJJCJ_02937	CDS	606	desR_1		COG2197	Transcriptional regulatory protein DesR
MMFJJJCJ_02938	CDS	705	COQ5_6	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
MMFJJJCJ_02939	CDS	585	comR_2			HTH-type transcriptional repressor ComR
MMFJJJCJ_02940	CDS	579				hypothetical protein
MMFJJJCJ_02941	CDS	483				hypothetical protein
MMFJJJCJ_02942	CDS	1293				hypothetical protein
MMFJJJCJ_02943	CDS	648	degU_4		COG2197	Transcriptional regulatory protein DegU
MMFJJJCJ_02944	CDS	852				hypothetical protein
MMFJJJCJ_02945	CDS	1083	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
MMFJJJCJ_02946	CDS	657	metP		COG2011	Methionine import system permease protein MetP
MMFJJJCJ_02947	CDS	816			COG1464	Membrane lipoprotein TpN32
MMFJJJCJ_02948	CDS	1536	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
MMFJJJCJ_02949	CDS	1374				hypothetical protein
MMFJJJCJ_02950	CDS	2121	rhlB_1	3.6.4.13		ATP-dependent RNA helicase RhlB
MMFJJJCJ_02951	CDS	864	aqdA1	3.5.1.-		putative N-octanoylanthranilate hydrolase AqdA1
MMFJJJCJ_02952	CDS	1233	mhbT			3-hydroxybenzoate transporter MhbT
MMFJJJCJ_02953	CDS	1881				hypothetical protein
MMFJJJCJ_02954	CDS	1107				hypothetical protein
MMFJJJCJ_02955	CDS	906	mmgB_2	1.1.1.157	COG1250	putative 3-hydroxybutyryl-CoA dehydrogenase
MMFJJJCJ_02956	CDS	762				hypothetical protein
MMFJJJCJ_02957	CDS	768	scoA_1	2.8.3.5	COG1788	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
MMFJJJCJ_02958	CDS	642	scoB_1	2.8.3.5	COG2057	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
MMFJJJCJ_02959	CDS	1389	abaF_2			Fosfomycin resistance protein AbaF
MMFJJJCJ_02960	CDS	1701		3.1.1.102		Mono(2-hydroxyethyl) terephthalate hydrolase
MMFJJJCJ_02961	CDS	528				hypothetical protein
MMFJJJCJ_02962	CDS	1032				hypothetical protein
MMFJJJCJ_02963	CDS	969	kdgK_2	2.7.1.45		2-dehydro-3-deoxygluconokinase
MMFJJJCJ_02964	CDS	2463				hypothetical protein
MMFJJJCJ_02965	CDS	591				hypothetical protein
MMFJJJCJ_02966	CDS	1161				hypothetical protein
MMFJJJCJ_02967	CDS	888	sseB	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase SseB
MMFJJJCJ_02968	CDS	465	zntR_2		COG0789	HTH-type transcriptional regulator ZntR
MMFJJJCJ_02969	CDS	852	fgd_4	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
MMFJJJCJ_02970	CDS	2529				hypothetical protein
MMFJJJCJ_02971	CDS	234				hypothetical protein
MMFJJJCJ_02972	CDS	531				hypothetical protein
MMFJJJCJ_02973	CDS	645	vatD	2.3.1.-		Streptogramin A acetyltransferase
MMFJJJCJ_02974	CDS	1179				hypothetical protein
MMFJJJCJ_02975	CDS	1419	lnt_1	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
MMFJJJCJ_02976	CDS	495				hypothetical protein
MMFJJJCJ_02977	CDS	339	dntB_2	1.14.13.210		4-methyl-5-nitrocatechol 5-monooxygenase
MMFJJJCJ_02978	CDS	1290	fabF	2.3.1.179		3-oxoacyl-[acyl-carrier-protein] synthase 2
MMFJJJCJ_02979	CDS	261	acpM		COG0236	Meromycolate extension acyl carrier protein
MMFJJJCJ_02980	CDS	1077	fabH_3	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
MMFJJJCJ_02981	CDS	927	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
MMFJJJCJ_02982	CDS	1179			COG2508	putative protein
MMFJJJCJ_02983	CDS	1017				hypothetical protein
MMFJJJCJ_02984	CDS	1197				hypothetical protein
MMFJJJCJ_02985	CDS	963				hypothetical protein
MMFJJJCJ_02986	CDS	666	liaR_5		COG2197	Transcriptional regulatory protein LiaR
MMFJJJCJ_02987	CDS	1326				hypothetical protein
MMFJJJCJ_02988	CDS	1032	ycdX	3.1.3.-		phosphatase YcdX
MMFJJJCJ_02989	CDS	150				hypothetical protein
MMFJJJCJ_02990	CDS	111				hypothetical protein
MMFJJJCJ_02991	CDS	951	ephA_1	3.3.2.10		Epoxide hydrolase A
MMFJJJCJ_02992	CDS	2781	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
MMFJJJCJ_02993	CDS	246				hypothetical protein
MMFJJJCJ_02994	CDS	408				hypothetical protein
MMFJJJCJ_02995	CDS	429				putative protein
MMFJJJCJ_02996	CDS	462	ahpE	1.11.1.15	COG1225	Alkyl hydroperoxide reductase E
MMFJJJCJ_02997	CDS	327				hypothetical protein
MMFJJJCJ_02998	CDS	171				hypothetical protein
MMFJJJCJ_02999	CDS	117				hypothetical protein
MMFJJJCJ_03000	CDS	687	degU_5		COG2197	Transcriptional regulatory protein DegU
MMFJJJCJ_03001	CDS	1188				hypothetical protein
MMFJJJCJ_03002	CDS	1176		1.3.1.-	COG3268	Putative trans-acting enoyl reductase
MMFJJJCJ_03003	CDS	921				hypothetical protein
MMFJJJCJ_03004	CDS	720		2.3.2.21		Cyclo(L-tyrosyl-L-tyrosyl) synthase
MMFJJJCJ_03005	CDS	1170		1.14.19.70		Mycocyclosin synthase
MMFJJJCJ_03006	CDS	216				hypothetical protein
MMFJJJCJ_03007	tRNA	74				tRNA-Val(tac)
MMFJJJCJ_03008	CDS	1713	bmrA_1	3.6.3.-	COG1132	Multidrug resistance ABC transporter ATP-binding/permease protein BmrA
MMFJJJCJ_03009	CDS	1014	glnB_1	6.3.1.2		Glutamine synthetase
MMFJJJCJ_03010	CDS	621				hypothetical protein
MMFJJJCJ_03011	CDS	879				hypothetical protein
MMFJJJCJ_03012	CDS	495				hypothetical protein
MMFJJJCJ_03013	CDS	1794	relA_1		COG0317	Bifunctional (p)ppGpp synthase/hydrolase RelA
MMFJJJCJ_03014	CDS	1101	phaC	2.3.1.-	COG3243	Poly(3-hydroxyalkanoate) polymerase subunit PhaC
MMFJJJCJ_03015	CDS	1401				hypothetical protein
MMFJJJCJ_03016	CDS	966				hypothetical protein
MMFJJJCJ_03017	CDS	765	drrB_4			Daunorubicin/doxorubicin resistance ABC transporter permease protein DrrB
MMFJJJCJ_03018	CDS	951	drrA_5	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
MMFJJJCJ_03019	CDS	726				hypothetical protein
MMFJJJCJ_03020	CDS	1314				hypothetical protein
MMFJJJCJ_03021	CDS	984				hypothetical protein
MMFJJJCJ_03022	CDS	558		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
MMFJJJCJ_03023	CDS	363				hypothetical protein
MMFJJJCJ_03024	CDS	798				hypothetical protein
MMFJJJCJ_03025	CDS	465				hypothetical protein
MMFJJJCJ_03026	CDS	1221				hypothetical protein
MMFJJJCJ_03027	CDS	594	QRSL1	6.3.5.7		Glutamyl-tRNA(Gln) amidotransferase subunit A, chloroplastic/mitochondrial
MMFJJJCJ_03028	CDS	327				hypothetical protein
MMFJJJCJ_03029	CDS	204		1.14.13.-		Putative epoxidase LasC
MMFJJJCJ_03030	CDS	1164				hypothetical protein
MMFJJJCJ_03031	CDS	1812	nagZ_1	3.2.1.52	COG1472	Beta-hexosaminidase
MMFJJJCJ_03032	tRNA	99				tRNA-Gly(gcc)
MMFJJJCJ_03033	CDS	630				hypothetical protein
MMFJJJCJ_03034	CDS	981				hypothetical protein
MMFJJJCJ_03035	CDS	1764		6.2.1.-	COG0318	Long-chain-fatty-acid--AMP ligase FadD32
MMFJJJCJ_03036	CDS	678				hypothetical protein
MMFJJJCJ_03037	CDS	1290		1.14.15.14	COG2124	Methyl-branched lipid omega-hydroxylase
MMFJJJCJ_03038	CDS	357				hypothetical protein
MMFJJJCJ_03039	CDS	732				hypothetical protein
MMFJJJCJ_03040	CDS	948	pafB_1		COG2378	Protein PafB
MMFJJJCJ_03041	CDS	459				hypothetical protein
MMFJJJCJ_03042	CDS	867	dhmA2_1	3.8.1.5		Haloalkane dehalogenase 2
MMFJJJCJ_03043	CDS	591				hypothetical protein
MMFJJJCJ_03044	CDS	627				hypothetical protein
MMFJJJCJ_03045	CDS	153				hypothetical protein
MMFJJJCJ_03046	CDS	762	hcaB_4	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
MMFJJJCJ_03047	CDS	1371	ydjE			Inner membrane metabolite transport protein YdjE
MMFJJJCJ_03048	CDS	435				hypothetical protein
MMFJJJCJ_03049	CDS	2196	ydfJ_1		COG2409	Membrane protein YdfJ
MMFJJJCJ_03050	CDS	906	sigJ_5			ECF RNA polymerase sigma factor SigJ
MMFJJJCJ_03051	CDS	654				hypothetical protein
MMFJJJCJ_03052	CDS	780				hypothetical protein
MMFJJJCJ_03053	CDS	1125				hypothetical protein
MMFJJJCJ_03054	CDS	786				hypothetical protein
MMFJJJCJ_03055	CDS	1368	stp_4			Multidrug resistance protein Stp
MMFJJJCJ_03056	CDS	918	vgb	4.2.99.-	COG4257	Virginiamycin B lyase
MMFJJJCJ_03057	CDS	615		1.6.5.7		2-hydroxy-1,4-benzoquinone reductase
MMFJJJCJ_03058	CDS	627	aqdR_2			HTH-type transcriptional regulator AqdR
MMFJJJCJ_03059	CDS	108				hypothetical protein
MMFJJJCJ_03060	CDS	822	drrB_5			Daunorubicin/doxorubicin resistance ABC transporter permease protein DrrB
MMFJJJCJ_03061	CDS	945	drrA_6	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
